company,create_time,job_city,job_id,job_name,key_word,salary,salary_avg,salary_max,salary_min
广东中德电缆有限公司,2018-05-04 00:00:00,东莞-东坑镇,96870528,高级软件工程师C#,C#,1-1.5万/月,20.0,15.0,10.0
东莞市志天皮具制品有限公司,2018-05-04 00:00:00,东莞,101031733,电子工程师（3C数码配件）,C#,0.5-1万/月,12.5,10.0,5.0
深圳职人网络技术有限公司,2018-05-04 00:00:00,东莞-凤岗镇,101428230,软件工程师（JAVA/NET/C/WMS/ERP/MES）,C#,1-1.5万/月,20.0,15.0,10.0
东莞市天宇网络技术股份有限公司,2018-05-04 00:00:00,东莞,100856346,C#高级开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞市百佳玛丽亚妇产医院有限公司,2018-05-04 00:00:00,东莞-南城区,97923673,C# asp.net WEB移动应用开发工程师,C#,0.8-1万/月,14.0,10.0,8.0
东莞市销邦瑞象软件科技有限公司,2018-05-04 00:00:00,东莞,98109182,(急招)C#高级开发工程师,C#,0.7-1.2万/月,15.5,12.0,7.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,84735904,(急招)C#高级开发工程师（东莞）,C#,0.6-1.5万/月,18.0,15.0,6.0
龙光电子集团有限公司,2018-05-04 00:00:00,东莞-长安镇,84856944,C#软件工程师,C#,0.7-1.1万/月,14.5,11.0,7.0
上海易宝软件有限公司杭州分公司,2018-05-04 00:00:00,东莞,80070713,C/C++开发（东莞）,C#,0.8-1万/月,14.0,10.0,8.0
广东中能加速器科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,100179119,程序员/软件工程师(C++）,C#,8-12万/年,13.33,10.0,6.666666666666667
东莞龙腾云教育科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,96373586,C#高级开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
深圳市名通科技股份有限公司,2018-05-04 00:00:00,东莞,98949407,C#开发工程师,C#,0.5-1.2万/月,14.5,12.0,5.0
广州瀚信通信科技股份有限公司,2018-05-05 00:00:00,东莞,101823158,初级数据分析师（网优方向）,Hadoop,4-4.5千/月,6.5,4.5,4.0
广州中浩控制技术有限公司,2018-05-05 00:00:00,东莞,98115294,大数据工程师,Hadoop,1.2-2.5万/月,31.0,25.0,12.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,东莞-东城区,96024165,大数据架构师,Hadoop,1-1.5万/月,20.0,15.0,10.0
vivo智能手机（维沃移动通信有限公...,2018-05-05 00:00:00,东莞,100580655,大数据工程师,Hadoop,3-4万/月,55.0,40.0,30.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96582467,高级运维工程师,Hadoop,0.8-1万/月,14.0,10.0,8.0
东莞宜步汽车服务有限公司,2018-05-04 00:00:00,东莞-南城区,99069984,大数据开发工程师,Hadoop,0.8-1.5万/月,19.0,15.0,8.0
团贷网,2018-05-04 00:00:00,东莞-南城区,79635194,系统运维工程师,Hadoop,1.5-3万/月,37.5,30.0,15.0
中国科学院云计算中心,2018-05-04 00:00:00,东莞,92395177,大数据专家,Hadoop,2-2.5万/月,35.0,25.0,20.0
郑州三友软件科技有限公司,2018-05-04 00:00:00,东莞,95925732,大数据售后工程师,Hadoop,1-1.3万/月,18.0,13.0,10.0
东莞致远物流有限公司,2018-05-04 00:00:00,东莞-沙田镇,100112044,IT系统工程师,Hadoop,0.8-1万/月,14.0,10.0,8.0
广州天源迪科信息技术有限公司,2018-05-04 00:00:00,东莞-莞城区,89982935,数据运营和分析师,Hadoop,0.8-1万/月,14.0,10.0,8.0
国云科技股份有限公司,2018-05-04 00:00:00,东莞,99630989,大数据产品架构师,Hadoop,1.5-2万/月,27.5,20.0,15.0
唯品会（中国）有限公司,2018-05-03 00:00:00,异地招聘,95540035,大数据开发工程师（架构）,Hadoop,1.8-3.6万/月,45.0,36.0,18.0
电子科技大学广东电子信息工程研究院,2018-05-03 00:00:00,东莞,100797836,Java爬虫工程师（积智）,Hadoop,0.8-1.5万/月,19.0,15.0,8.0
东莞市合景实业发展有限公司,2018-05-03 00:00:00,东莞,99580575,软件开发经理,Hadoop,1.5-2万/月,27.5,20.0,15.0
浪潮世科（山东）信息技术有限公司,2018-05-03 00:00:00,东莞-东城区,96598127,售后工程师,Hadoop,4.5-6千/月,8.25,6.0,4.5
东莞市大虾小鱼信息科技有限公司,2018-05-03 00:00:00,东莞,101432479,Java开发工程师,Hadoop,0.5-1万/月,12.5,10.0,5.0
广东美狐科技有限公司,2018-05-02 00:00:00,东莞,95102772,系统开发工程师,Hadoop,1.5-3万/月,37.5,30.0,15.0
广东京信软件科技有限公司,2018-05-02 00:00:00,异地招聘,98377899,博士,Hadoop,30-60万/年,62.5,50.0,25.0
广东鸿特信息咨询有限公司,2018-05-02 00:00:00,东莞,100247849,高级数据开发工程师,Hadoop,1.8-2.5万/月,34.0,25.0,18.0
学易优教育集团,2018-05-01 00:00:00,东莞,94245021,java程序员,Hadoop,0.8-1万/月,14.0,10.0,8.0
东莞市芝麻地网络科技有限公司,2018-04-25 00:00:00,东莞-松山湖区,95680633,JAVA软件系统架构师,Hadoop,1.5-2.5万/月,32.5,25.0,15.0
北京东方国信科技股份有限公司,2018-04-15 00:00:00,东莞,100915180,数据工程师,Hadoop,6-8千/月,11.0,8.0,6.0
东莞时力科技电子厂,2018-04-13 00:00:00,东莞,94446178,软件工程师（大数据方向）,Hadoop,0.8-1.2万/月,16.0,12.0,8.0
东莞数汇大数据有限公司,2018-03-27 00:00:00,东莞,97008223,高级数据仓库工程师,Hadoop,18-25万/年,28.33,20.833333333333336,15.0
广州市易泰数据服务有限责任公司,2018-03-17 00:00:00,东莞-松山湖区,99578923,系统开发工程师(五险一金+高薪）,Hadoop,1.2-1.5万/月,21.0,15.0,12.0
东莞证券股份有限公司,2018-03-12 00:00:00,异地招聘,98033069,信息技术部-数据开发管理岗,Hadoop,1-1.5万/月,20.0,15.0,10.0
东莞宜步汽车服务有限公司,2018-05-04 00:00:00,东莞-南城区,92695813,技术研发总监,Hadoop,3-4万/月,55.0,40.0,30.0
郑州三友软件科技有限公司,2018-05-04 00:00:00,东莞,95922939,大数据研发工程师,Hadoop,1-1.3万/月,18.0,13.0,10.0
国云科技股份有限公司,2018-05-04 00:00:00,东莞,96482706,Java开发工程师(大数据方向）,Hadoop,1-1.5万/月,20.0,15.0,10.0
国云科技股份有限公司,2018-05-04 00:00:00,东莞,92073370,大数据架构师,Hadoop,20-30万/年,33.33,25.0,16.666666666666668
电子科技大学广东电子信息工程研究院,2018-05-03 00:00:00,东莞,100729448,大数据软件开发工程师（迪文）,Hadoop,4.5-6千/月,8.25,6.0,4.5
东莞宜步汽车服务有限公司,2018-05-03 00:00:00,东莞-南城区,97729845,首席技术官CTO/首席信息官CIO,Hadoop,3-4万/月,55.0,40.0,30.0
浪潮世科（山东）信息技术有限公司,2018-05-03 00:00:00,东莞,95712175,大数据相关研发工程师,Hadoop,6-8千/月,11.0,8.0,6.0
广东鸿特信息咨询有限公司,2018-05-02 00:00:00,东莞,100247658,高级ETL工程师,Hadoop,1.8-2.5万/月,34.0,25.0,18.0
广东鸿特信息咨询有限公司,2018-03-28 00:00:00,东莞,97503642,BI研发经理,Hadoop,3-5万/月,65.0,50.0,30.0
广东鸿特信息咨询有限公司,2018-03-28 00:00:00,东莞,97098341,系统运维工程师,Hadoop,1.5-2万/月,27.5,20.0,15.0
东莞数汇大数据有限公司,2018-03-27 00:00:00,东莞,87796056,大数据JAVA开发工程师,Hadoop,10-18万/年,19.17,15.0,8.333333333333334
东莞数汇大数据有限公司,2018-03-27 00:00:00,东莞,87791003,Java架构师,Hadoop,18-30万/年,32.5,25.0,15.0
东莞数汇大数据有限公司,2018-03-27 00:00:00,东莞,87790607,大数据项目经理,Hadoop,12-24万/年,25.0,20.0,10.0
东莞市以纯集团有限公司,2018-05-05 00:00:00,东莞-虎门镇,101339247,Delphi高级软件工程师,Delphi,1-1.5万/月,20.0,15.0,10.0
广东信丰物流有限公司,2018-05-05 00:00:00,东莞-虎门镇,86204160,Delphi软件工程师,Delphi,0.7-1.2万/月,15.5,12.0,7.0
东莞市福华健康管理股份有限公司,2018-05-05 00:00:00,东莞-南城区,94728345,Delphi软件工程师,Delphi,0.7-1万/月,13.5,10.0,7.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,96432508,Delphi开发工程师,Delphi,1-2万/月,25.0,20.0,10.0
广东盘古信息科技股份有限公司,2018-05-05 00:00:00,东莞,67610471,Delphi软件开发工程师,Delphi,1-1.5万/月,20.0,15.0,10.0
东莞市联和信息技术有限公司,2018-05-05 00:00:00,东莞-莞城区,100474233,delphi软件开发部经理,Delphi,1.5-2万/月,27.5,20.0,15.0
东莞市以纯集团有限公司,2018-05-04 00:00:00,东莞,92616429,Delphi开发工程师,Delphi,0.4-1万/月,12.0,10.0,4.0
东莞市天鑫网络科技开发有限公司,2018-05-04 00:00:00,东莞,99748480,Delphi高级软件工程师,Delphi,0.8-1.5万/月,19.0,15.0,8.0
东莞市好理想软件有限公司,2018-05-04 00:00:00,东莞-常平镇,89633148,Delphi软件开发工程师,Delphi,0.6-1.5万/月,18.0,15.0,6.0
山进电子科技（东莞）有限公司,2018-04-30 00:00:00,东莞-桥头镇,94263712,Delphi及ERP软件开发工程师,Delphi,3-4.5千/月,6.0,4.5,3.0
全天自动化能源科技（东莞）有限公司,2018-04-28 00:00:00,东莞,100256671,Delphi软件工程师,Delphi,5-8千/月,10.5,8.0,5.0
兴昂国际有限公司,2018-04-14 00:00:00,东莞,98938237,Delphi程序员,Delphi,0.6-1万/月,13.0,10.0,6.0
东莞市高谷信息科技有限公司,2018-03-18 00:00:00,东莞,87832526,Delphi开发工程师,Delphi,1-1.5万/月,20.0,15.0,10.0
深圳市前海远程供应链有限公司,2018-03-13 00:00:00,东莞-虎门镇,99103358,Delphi软件工程师,Delphi,1-1.5万/月,20.0,15.0,10.0
伟易达（东莞）通讯设备有限公司,2018-05-05 00:00:00,东莞,101835856,软件工程师,Delphi,5-8千/月,10.5,8.0,5.0
东莞森贝儿塑胶有限公司,2018-05-05 00:00:00,东莞,101833507,软件工程师,Delphi,0.6-1万/月,13.0,10.0,6.0
东莞市楷模家居用品制造有限公司,2018-05-05 00:00:00,东莞-厚街镇,97005492,制造-IT软件开发工程师,Delphi,0.8-1万/月,14.0,10.0,8.0
东莞卡达电脑有限公司,2018-05-05 00:00:00,东莞-洪梅镇,96865975,高级电气工程师,Delphi,3.5-8.5千/月,10.25,8.5,3.5
东莞嘉言金品珠宝科技有限公司,2018-05-05 00:00:00,异地招聘,98151829,C++开发工程师,Delphi,0.8-2万/月,24.0,20.0,8.0
东莞市铭科精技五金制品有限公司,2018-05-05 00:00:00,东莞,100300346,软件工程师,Delphi,6-8千/月,11.0,8.0,6.0
旭丽电子(东莞)有限公司,2018-05-05 00:00:00,东莞-石碣镇,86723262,ITS软件工程师,Delphi,7-8千/月,11.5,8.0,7.0
东莞清溪现代纸品厂,2018-05-05 00:00:00,东莞-清溪镇,96616683,软件工程师,Delphi,0.8-1.2万/月,16.0,12.0,8.0
东莞昆盈电脑制品有限公司,2018-05-05 00:00:00,东莞,101826077,Python開發人員,Python,0.8-1.5万/月,19.0,15.0,8.0
生益电子股份有限公司,2018-05-04 00:00:00,东莞,66728515,软件开发高级工程师/工程师,Delphi,0.8-1万/月,14.0,10.0,8.0
深圳先知大数据有限公司,2018-05-04 00:00:00,东莞-东城区,101007675,Python后端开发工程师,Python,0.8-1.5万/月,19.0,15.0,8.0
群光电子（东莞）有限公司,2018-05-04 00:00:00,东莞,93757354,软件开发工程师,Delphi,4.5-6千/月,8.25,6.0,4.5
深圳市佳创科技有限公司,2018-04-14 00:00:00,东莞-南城区,100856669,初级python开发工程师,Python,4.5-6千/月,8.25,6.0,4.5
东莞普思电子有限公司珠海分公司,2018-05-04 00:00:00,东莞-长安镇,100451551,上位机工程师,Delphi,1-1.5万/月,20.0,15.0,10.0
东莞福佑福瑞克斯私募证券投资基金...,2018-05-05 00:00:00,东莞-东城区,97360270,风控总监,Python,15-20万/年,22.92,16.666666666666668,12.5
光宝电源科技（东莞）有限公司,2018-05-04 00:00:00,东莞,74814997,IT工程师,Delphi,0.8-1万/月,14.0,10.0,8.0
中域电讯连锁集团股份有限公司,2018-05-04 00:00:00,东莞,87261563,软件实施工程师,Delphi,6-8千/月,11.0,8.0,6.0
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,101067950,运维工程师,Python,6-8千/月,11.0,8.0,6.0
维布络安舍（广东）日用品有限公司,2018-05-04 00:00:00,东莞,93769427,程序员,Delphi,0.6-1万/月,13.0,10.0,6.0
东莞马骝网络科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101770569,SDK开发工程师,Python,0.4-1.5万/月,17.0,15.0,4.0
东莞衍津五金制品有限公司,2018-05-03 00:00:00,东莞-凤岗镇,98373455,软件开发程序员 (ERP程序员),Delphi,6-9千/月,12.0,9.0,6.0
广东尚睿网络技术有限公司,2018-05-01 00:00:00,东莞,99726492,Ruby on Rails工程师,Ruby,4-7千/月,9.0,7.0,4.0
深圳市日昇发互联网金融服务有限公司,2018-05-05 00:00:00,东莞,94251965,IT程序员,Python,4-5万/月,70.0,50.0,40.0
台达电子（东莞）有限公司,2018-05-03 00:00:00,东莞,99079950,应用程序开发助理工程师-MES,Delphi,4.5-6千/月,8.25,6.0,4.5
广东绿力网络技术有限公司,2018-05-03 00:00:00,东莞,87017362,JAVA软件工程师,Delphi,10-15万/年,16.67,12.5,8.333333333333334
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,101067950,运维工程师,Ruby,6-8千/月,11.0,8.0,6.0
东莞市湘茶电子商务有限公司,2018-05-05 00:00:00,东莞,95453144,技术总监,Python,1.5-2万/月,27.5,20.0,15.0
东莞市海昌实业有限公司,2018-05-02 00:00:00,东莞,68438900,程序员,Delphi,4.5-6千/月,8.25,6.0,4.5
东莞马骝网络科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101770569,SDK开发工程师,Ruby,0.4-1.5万/月,17.0,15.0,4.0
广东尚睿网络技术有限公司,2018-05-05 00:00:00,东莞,99572221,数据分析工程师,Python,4.5-6千/月,8.25,6.0,4.5
富港电子（东莞）有限公司,2018-04-30 00:00:00,东莞,100346988,系統維護高級工程師(6557),Delphi,0.8-1万/月,14.0,10.0,8.0
东莞市沃泰通新能源有限公司,2018-04-28 00:00:00,东莞-清溪镇,97503919,安卓&ios软件工程师,Delphi,0.6-1.2万/月,15.0,12.0,6.0
广东航康信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,100047739,软件测试工程师,Ruby,0.6-1万/月,13.0,10.0,6.0
东莞龙腾云教育科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,98251304,Java高级开发工程师,Ruby,1-2.5万/月,30.0,25.0,10.0
东莞市达内软件有限公司东城分公司,2018-05-05 00:00:00,东莞-长安镇,100365995,长安五险一金讲师,Python,0.8-1万/月,14.0,10.0,8.0
东莞华迈通信技术有限公司,2018-05-05 00:00:00,东莞-南城区,86609119,运维工程师,Python,4.5-6千/月,8.25,6.0,4.5
厦门云尚互动网络科技有限公司,2018-04-27 00:00:00,异地招聘,96752092,产品经理,Delphi,1-1.5万/月,20.0,15.0,10.0
东莞市蓝鲸软件有限公司,2018-04-27 00:00:00,东莞,99191606,工业互联网产品经理,Delphi,1-1.5万/月,20.0,15.0,10.0
电子科技大学广东电子信息工程研究院,2018-05-03 00:00:00,东莞,100798002,测试工程师（积智）,Ruby,0.6-1.2万/月,15.0,12.0,6.0
东莞市华美食品有限公司,2018-05-03 00:00:00,东莞-茶山镇,90283564,网页设计师/前端运营,Ruby,4.5-6千/月,8.25,6.0,4.5
广东欧工软装设计配套有限公司,2018-05-05 00:00:00,东莞,99168822,3D数据管理员,Python,6-8千/月,11.0,8.0,6.0
东莞市商二信息科技有限公司,2018-05-05 00:00:00,东莞-南城区,75468822,软件测试工程师,Python,6-8千/月,11.0,8.0,6.0
深圳市汇合发展有限公司,2018-04-02 00:00:00,东莞,97004203,系统运维工程师,Delphi,8-10万/年,11.67,8.333333333333334,6.666666666666667
广东惠鸿信息科技有限公司,2018-04-27 00:00:00,东莞-长安镇,60263795,网站程序员(网站开发asp.net),Ruby,6-8千/月,11.0,8.0,6.0
东莞东耀玩具有限公司,2018-05-05 00:00:00,东莞,87695140,电子工程师,Python,6-8千/月,11.0,8.0,6.0
东莞市振华新能源科技有限公司,2018-04-02 00:00:00,东莞-虎门镇,100387600,软件工程师,Delphi,0.8-1.5万/月,19.0,15.0,8.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,异地招聘,101039608,视频图像算法工程师,Python,1-1.5万/月,20.0,15.0,10.0
广东巨细信息科技有限公司,2018-05-05 00:00:00,东莞,98037685,Web前端开发工程师,Python,4.5-6千/月,8.25,6.0,4.5
东莞市以纯集团有限公司,2018-05-04 00:00:00,东莞,63591052,Delphi程序员（营销总部）,Delphi,0.4-1万/月,12.0,10.0,4.0
东莞卡达电脑有限公司,2018-05-05 00:00:00,东莞-洪梅镇,96859952,ERP编程工程师,Delphi,4.5-8千/月,10.25,8.0,4.5
vivo智能手机（维沃移动通信有限公...,2018-05-05 00:00:00,东莞,100709557,数据库工程师（DBA）,Python,2-2.5万/月,35.0,25.0,20.0
深圳市必拓电子股份有限公司东莞分...,2018-05-05 00:00:00,东莞-塘厦镇,99390247,后台开发工程师,Python,0.8-1.2万/月,16.0,12.0,8.0
东莞怡合达自动化股份有限公司,2018-05-01 00:00:00,东莞,101596476,全栈工程师,全栈工程师,1-2万/月,25.0,20.0,10.0
东莞卡达电脑有限公司,2018-05-05 00:00:00,东莞-洪梅镇,96859246,软件开发/软件程序工程师,Delphi,0.3-1万/月,11.5,10.0,3.0
东莞卡达电脑有限公司,2018-05-05 00:00:00,东莞-洪梅镇,96858980,PLC编程工程师,Delphi,3.5-8千/月,9.75,8.0,3.5
东莞卡达电脑有限公司,2018-05-05 00:00:00,东莞-洪梅镇,86864160,软件开发工程师,Delphi,0.6-1.5万/月,18.0,15.0,6.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,101028463,风控工程师/互联网信息安全,Python,6-8千/月,11.0,8.0,6.0
东莞市普密斯精密仪器有限公司,2018-05-05 00:00:00,东莞-东城区,101313384,视觉软件工程师,Python,1.2-1.7万/月,23.0,17.0,12.0
东莞松山湖国际机器人研究院有限公司,2018-04-29 00:00:00,异地招聘,101475192,PHP全栈工程师,全栈工程师,1-1.5万/月,20.0,15.0,10.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,100248148,高薪特聘ERP软件工程师,Delphi,0.8-1.2万/月,16.0,12.0,8.0
广东航康信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,100047739,软件测试工程师,Python,0.6-1万/月,13.0,10.0,6.0
深圳市清日信息咨询有限公司,2018-05-05 00:00:00,异地招聘,101413973,web开发工程师-东莞-8-12K,Python,0.8-1.2万/月,16.0,12.0,8.0
广东聚焦文化传播有限公司,2018-04-17 00:00:00,东莞-莞城区,99530722,PHP技术总监,全栈工程师,0.8-1万/月,14.0,10.0,8.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,96406941,高薪急聘ERP工程师,Delphi,1-1.5万/月,20.0,15.0,10.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,101526192,高级软件工程师,Delphi,1-1.8万/月,23.0,18.0,10.0
东莞市扬网软件有限公司,2018-05-05 00:00:00,东莞-厚街镇,98694123,asp.net（C#）软件工程师,ASP,6-8千/月,11.0,8.0,6.0
广东如一商务服务有限公司,2018-05-04 00:00:00,东莞-东城区,101569508,PHP测试开发,Python,0.6-1万/月,13.0,10.0,6.0
东莞市联和信息技术有限公司,2018-05-05 00:00:00,东莞-莞城区,86555983,软件开发实习生,Delphi,3-4.5千/月,6.0,4.5,3.0
东莞市联和信息技术有限公司,2018-05-05 00:00:00,东莞-莞城区,86443845,软件开发工程师,Delphi,0.8-1万/月,14.0,10.0,8.0
广东鸿太升软件科技有限公司,2018-05-05 00:00:00,东莞,86456209,ASP.NET高级软件工程师,ASP,0.8-1.5万/月,19.0,15.0,8.0
东莞市固达机械制造有限公司,2018-05-05 00:00:00,东莞-松山湖区,97417273,asp.net c# 高级开发工程师,ASP,0.7-1.1万/月,14.5,11.0,7.0
东莞市触点网络信息科技有限公司,2018-05-04 00:00:00,东莞,99298255,软件测试工程师,Python,4.5-6千/月,8.25,6.0,4.5
